AMELY,Oligozoospermia
MDH1,Altered promoter activity
MDM2,"Lower age of cancer onset, association with|Li-Fraumeni syndrome, age-at-onset, association with|Increased susceptibility to smoking-induced lung function impairment, association with|Increased mRNA levels in lung cancer, association with|Glioblastoma multiforme, association with|Gastric cancer, association with.|Lung cancer, in never-smokers, association with.|Missed abortion, association with|Moles on arms, absence, association with|Not associated with myeloproliferative neoplasm|Proliferative vitreoretinopathy, association with|Retinoblastoma, phenotype modifier, association with|Retinoblastoma, protection against, assoc. with/Reduced survival, of retinoblastoma, in RB1 mutation carriers, assoc. with.|Urinary/nonmuscle-invasive/muscle-invasive bladder cancer, reduced risk, association with.|Endometrial cancer, association with|Colorectal cancer, increased risk, association with|Colorectal cancer, in Asians and Africans, association with.|Accelerated tumour formation, association with|Acute lymphoblastic leukaemia, early onset, in females, association with|Acute myeloid leukaemia, protection against, association with.|Altered promoter activity|Autism|BC + OC modifier|Bladder cancer, increased risk, association with|Breast cancer, early-onset, association with|Colorectal cancer, association with.|Chronic lymphocytic leukaemia, association with.|Cervical carcinoma advancement, association with|Cancer suseptibility, association with|Breast cancer, reduced risk, association with|Breast cancer, increased survival, association with"
MECP2,"Neonatal encephalopathy, severe |Mental retardation, X-linked|Mental retardation, muscular hypotonia & respiratory infections|Mental retardation, hypotonia & recurrent infections  |Mental retardation, absent/delayed speech & recurrent infections|Mental retardation, absent speech & unsteady gait|Mental retardation and progressive spasticity|Mental retardation and developmental delay|Mental retardation ?|Mental retardation|MECP2 triplication syndrome|MECP2 duplication syndrome|Learning disability with progressive ataxia, spasticity and dystonia |Intellectual disability, X-linked.|Neonatal encephalopathy, severe and Hirschsprung disease|Neurodevelopmental abnormalities without Rett syndrome.|Ventriculomegaly, prenatal|Ventriculomegaly & hydronephrosis|Seizures, microcephaly, hypotonia & multiple congenital anomalies|Schizophrenia|Rett-like syndrome|Rett syndrome.|Rett syndrome, variant, with autism|Rett syndrome, variant    |Rett syndrome, preserved speech variant|Rett syndrome, atypical.|Rett syndrome, atypical|Rett syndrome |Non-fatal, non-progressive encephalopathy |Neurodevelopmental delay|Intellectual disability, X-linked, syndromic|Intellectual disability, X-linked|Agenesis of corpus callosum |Developmental delay, hypotonia, seizures & distinctive facial features|Developmental delay, hypotonia, autism, ataxia & seizures|Developmental delay, ataxia, autism & fatigue|Choroid plexus cysts & hydrocephalus|Cerebellar hypoplasia|Central hypoventilation syndrome|Behavioral phenotype, in MECP2 duplication syndrome.|Autism spectrum disorder ?|Autism spectrum disorder  |Autism & intellectual disability|Autism|Anorectal malformation|Angelman syndrome|Developmental delay, intellectual disability & recurrent respiratory infections|Developmental delay, intellectual disability, infections, hypotonia, facial features, cerebellar ataxia, small feet|Dysmorphism & developmental delay|Intellectual disability, speech delay, macrocephaly & deambulation problems|Intellectual disability, nonsyndromic X-linked|Intellectual disability, nonsyndromic|Intellectual disability & recurrent respiratory infections|Intellectual disability & epilepsy  |Intellectual disability  |Intellectual and developmental disabilities|Infantile autism|Hypotonia-respiratory failure, severe neonatal.|Epileptic encephalopathy, early onset|Epilepsy, eating-induced|Epilepsy with cognitive impairment / autism spectrum disorder|Epilepsy  |Encephalopathy, congenital severe"
mecp2e1,Rett-like syndrome|Rett syndrome|Mental retardation |Autism spectrum disorder
MEF2A,"Coronary artery disease |Coronary artery disease and myocardial infarction |Coronary artery disease, association with|MEF2A deficiency|Myocardial infarction "
MEFV,"Multiple sclerosis, increased risk|Multiple sclerosis|Mesangial proliferative glomerulonephritis without amyloidosis|Mediterranean fever, familial, with amyloidosis|Mediterranean fever, familial, association with|Mediterranean fever, familial|Macrophage activation syndrome, SLE-associated ?|Macrophage activation syndrome in familial Mediterranean fever|Longevity, association with.|Myelodysplastic syndrome with Sweet's syndrome|Myeloid neoplasm|Ulcerative colitis, association with|Still's disease, adult-onset.|Recurrent fever|Protracted febrile myalgia syndrome.|Polyarteritis nodosa and Henoch-Schonlein purpura nephritis + FMF|Phenotype modifier in PFAPA syndrome|PFAPA syndrome|Periodic fever, aphthous stomatitis, pharyngitis, and adenitis syndrome ?|Non-alcoholic fatty liver disease|Juvenile idiopathic arthritis.|Inflammatory myopathy with abundant macrophages.|Inflammatory myopathy with abundant macrophages ?|Ankylosing spondylitis, association with.|Ankylosing spondylitis, association with|Ankylosing spondylitis|Amyloidosis, renal, association with|Amyloidosis, increased risk|Amyloidosis, in familial Mediterranean fever, association with.|Amyloidosis|Acute respiratory distress syndrome.|AA amyloidosis|Autoinflammatory disease  |Behcet disease, increased risk, association with|Inflammatory manifestations in systemic lupus erythematosus, association with.|Increased activity  |Henoch-Sch�nlein purpura.|Henoch-Sch�nlein purpura, association with|Fibromyalgia syndrome, association|Eosinophilic gastroenteritis in FMF|Colchicine-responsive chronic recurrent multifocal osteomyelitis|Beh�et's disease.|Beh�et's disease, association with"
MEN1,"MEN1 with parathyroid carcinoma|Multiple endocrine neoplasia 1|Multiple endocrine neoplasia 1 with paraganglioma|Multiple endocrine neoplasia, autism & dysmorphic features|Parathyroid tumour|Pituitary and thyroid carcinoma ?|Prolactinoma|Thyroid cancer, non-medullary ?|Malignant insulinomas|Macroadenoma.|Macroadenoma|Adrenocortical tumour|Atypical endocrine neoplasia|Hyperparathyroidism |Hyperparathyroidism and gastrinoma|Hyperparathyroidism and pancreatic neoplasia|Hyperparathyroidism.|Impaired sensitisation to apoptosis|Insulinoma"
MEP1B,"Colorectal cancer, increased risk, association with|Breast cancer, increased risk  "
MERTK,"Rod-cone dystrophy|Retinitis pigmentosa, autosomal recessive|Retinitis pigmentosa|Retinal dystrophy, pigmentary|Retinal dystrophy & rod-cone dystrophy|Retinal dystrophy|Pigmentary retinal dystrophy|Leber congenital amaurosis|Cone/cone-rod dystrophy|Cone-rod dystrophy|Rod-cone dystrophy, childhood onset"
MESP2,Spondylocostal dysostosis
AMH,"Premature ovarian failure |Persistent Mullerian ducts syndrome|Haematospermia menstruations|Follicle number, association with"
MET,"Papillary renal carcinoma|Lymphoedema |Gastric cancer|Diffuse large B-cell lymphoma |DFNB97 hearing loss|Cortical thickness, association with|Colorectal cancer  |Autism, association with|Autism spectrum disorder"
MFI2,"Colorectal cancer, increased risk, association with"
MFN2,"Charcot-Marie-Tooth type 2|Hereditary motor & sensory neuropathy|Hereditary motor & sensory neuropathy II|Hereditary motor & sensory neuropathy II.|Hereditary motor neuropathy |Hereditary sensory and autonomic neuropathy type 2.|Mitochondrial DNA depletion  |Mitochondrial DNA instability & optic atrophy plus|Multiple symmetric lipomatosis with neuropathy|Myopathy  |Peripheral neuropathy  |Potential protein deficiency|Stroke, early-onset|Charcot-Marie-Tooth disease, intermediate|Charcot-Marie-Tooth disease, early onset axonal|Charcot-Marie-Tooth disease, axonal |Altered mitochondrial dynamics|Axonal neuropathy, severe, early-onset|Charcot-Marie-Tooth disease  |Charcot-Marie-Tooth disease 1, early onset|Charcot-Marie-Tooth disease 1.|Charcot-Marie-Tooth disease 2|Charcot-Marie-Tooth disease 2.|Charcot-Marie-Tooth disease 2a|Charcot-Marie-Tooth disease 5.|Charcot-Marie-Tooth disease 5|Charcot-Marie-Tooth disease 2a2|Charcot-Marie-Tooth disease 2a.|Charcot-Marie-Tooth disease 2a, early-onset"
MFRP,"Retinitis pigmentosa|Posterior microphthalmos, retinitis pigmentosa, foveoschisis & optic nerve drusen|Posterior microphthalmos|Nanophthalmos-retinitis pigmentosa complex|Nanophthalmos hyperopia.|Nanophthalmos hyperopia|Microphthalmia with retinitis pigmentosa|Hyperopia, high |Glaucoma, primary angle-closure|Autism"
MGAT2,Congenital disorder of glycosylation 2a
MGEA5,"Diabetes, type 2, association with "
MGMT,"Promoter methylation in colorectal cancer |Promoter methylation and longer survival in glioblastoma patients, association with|Pancreatic cancer, increased risk, association with|Pancreatic cancer |Non-Hodgkin lymphoma, increased risk|MGMT methylation in malignant pleural mesothelioma, association with|MGMT methylation in lung cancer, increased risk, association with|MGMT methylation in colorectal cancer, association with|Melanoma  |Altered enzyme activity|Cancer, increased risk|Cancer, susceptibility to|Cervical carcinoma, increased risk, association with|Endometrial cancer risk, association with|Glioblastoma, reduced risk, association with |Lung cancer, risk, association with"
MGP,"Plaque calcification, increased risk, association with |Natural tooth loss, association with|Kidney stones, reduced risk|Keutel syndrome|Elevated serum MGP"
MGST2,Potential protein deficiency|Psoriasis vulgaris
MICA,"Ulcerative colitis, association with|Tumour progression in colorectal cancer, association with|Rheumatoid arthritis, association with|Potential protein deficiency|Oral squamous cell carcinoma, association with|Null allele|Nasopharyngeal cancer, association with|Large granular lymphocyte leukaemia, association with|Kidney transplant survival, risk factor|Inflammatory bowel disease, susceptibility to|Hepatocellular carcinoma, HCV-related, increased risk|Cutaneous psoriasis, and psoriatic arthritis, association with|Chronic graft-versus-host disease, association with|Behcet disease, association with|Ankylosing spondylitis, early onset, association with"
AMHR2,"Potential protein deficiency|Persistent Mullerian ducts syndrome|Ovarian insufficiency, primary|46,XY disorder of sex development "
MICB,Autism spectrum disorder|Null allele|Reduced promoter activity|Reduced transcriptional activity
MID1,"Penoscrotal hypospadias & hypertelorism|Opitz G/BBB syndrome|Intellectual and developmental disabilities|Hypospadias & hypertelorism|Hypospadias|Cardiac malformations|Autism, intellectual disability, ptosis and recurrent vomiting|Autism spectrum disorder"
MIF,"Juvenile idiopathic arthritis, association with|Low activity, association with|Meningococcal disease, mortality, association with|Nephritis/serositis/CNS involvement in systemic lupus erythematosus, association with|Sarcoidosis, association with|Schizophrenia  |Ulcerative colitis, association with|Gastric mucosal atrophy, association with|Gastric cancer, reduced risk, association with|Gastric cancer, intestinal type, association with|Duodenal ulcers, association with|Cystic fibrosis, modifier of|Coronary alterations in Kawasaki disease, association with|Bronchopulmonary dysplasia, lower incidence, association with|Autism|Acute lymphoblastic leukaemia, association with|Ulcerative colitis, association with."
MINPP1,"Thyroid adenoma, follicular|Thyroid carcinoma, follicular, lower risk, association"
MIP,"Cataract, posterior polar|Cataract, polymorphic and lamellar|Cataract, nuclear|Cataract, lamellar|Cataract, cerulean|Cataract, autosomal dominant|Cataract|Cataract, progressive cortical punctate"
MIPOL1,Craniofacial/acallosal CNS midline defects
MITF,"Waardenburg syndrome 2A|Waardenburg syndrome 2.|Waardenburg syndrome 2|Waardenburg syndrome|Tietz/Waardenburg type 2A-like syndrome|Tietz syndrome|Reduced expression|Melanoma / renal cell carcinoma, predisposition to|Melanoma"
MKKS,"Phenotype modifier |Obesity, association with|McKusick-Kaufman syndrome|Bardet-Biedl syndrome ?|Bardet-Biedl syndrome"
MKS1,"Parkinson disease, early onset|Meckel-Gruber syndrome|Meckel syndrome|Joubert syndrome|Cone-rod dystrophy|Bardet-Biedl syndrome"
MLC1,"Schizophrenia, association with|Megalencephalic leukoencephalopathy with subcortical cysts |Megalencephalic leukoencephalopathy|Catatonic schizophrenia |Bipolar affective disorder, association with|Bipolar affective disorder"
AMN,Imerslund-Gr�sbeck syndrome|Imerslund-Grasbeck syndrome.|Megaloblastic anaemia 1
MLH1,"Lynch syndrome-associated breast cancer|Lynch syndrome  |Lung cancer, risk, association with|Increased risk of urothelial cancer in HNPCC patients|Glioblastoma|Gastrointestinal cancer.|Gastrointestinal cancer, increased risk|Gastrointestinal cancer  |Gastric cancer |Endometrial cancer.|Lynch syndrome-associated breast cancer.|Lynch syndrome-associated tumours|Turcot syndrome|Sarcoma|Resistance to therapy, association with|Prostate carcinoma|Pancreatic tumours|Ovarian cancer |Muir-Torre syndrome.|Muir-Torre syndrome|MSI-H colorectal cancer risk|MSI colorectal cencer, increased risk, association with|Endometrial cancer|Differential allelic expression, association with|Colorectal / endometrial cancer|Colon cancer/tumour microsatellite instability, association with|Colon cancer  |Carcinoma prostate risk, association with|Cancer, hereditary|Cancer  |Breast carcinoma|Breast cancer.|Breast and/or ovarian cancer|Breast and colorectal cancer|Colorectal cancer|Colorectal cancer, association with|Cystic sebaceous tumour|Constitutional mismatch repair deficiency syndrome.|Constitutional mismatch repair deficiency syndrome|Colorectal cancer, young-onset|Colorectal cancer, non-polyposis.|Colorectal cancer, non-polyposis with increased risk of urothelial cancer|Colorectal cancer, non-polyposis|Colorectal cancer, MLH1-negative, association with|Colorectal cancer, increased risk|Colorectal cancer, early onset"
MLH3,"Oesophageal cancer |Infertility, increased risk|Endometrial cancer|Colorectal cancer, non-polyposis|Colorectal cancer, increased risk |Colorectal cancer |Breast cancer    |Breast and/or ovarian cancer"
MLLT3,"Neuromotor dev. delay, cerebellar ataxia, epilepsy"
MLPH,"Griscelli syndrome|Prostate cancer, association with "
ARHGAP6,Microphthalamia with linear skin defects
MLXIPL,"Williams-Beuren syndrome|Total cholesterol levels, association with|Reduced plasma triglyceride levels, association with|Myocardial infarction incidence, association with|Coronary artery disease, association with"
MLYCD,Malonyl-CoA decarboxylase deficiency
MMAA,Methylmalonic acidaemia
MMAB,"Total cholesterol levels, association with|Methylmalonic aciduria, cblB type.|Methylmalonic aciduria, cblB type|Methylmalonic aciduria and metabolic ketoacidosis|Methylmalonic aciduria|HDL cholesterol, association with "
MMACHC,"with hypergonadotropic hypogonadism, mental retardation, epilepsy, ataxia, and leukodystrophy|Methylmalonic aciduria & homocystinuria, cblC type|Methylmalonic aciduria & homocystinuria type C with bull's eye maculopathy|Methylmalonic aciduria|Methylmalonic acidemia, late-onset, cblC type|Haemolytic uraemic syndrome.|Haemolytic uraemic syndrome, atypical|cblC deficiency.|cblC deficiency|cblC defect, infantile onset|cblC defect"
AMPD1,"Potential protein deficiency|Hypercholesterolaemia ?|Hypercholesterolaemia|Features of metabolic syndrome in coronary artery disease, association with|Autism|Adenosine monophosphate deaminase deficiency"
MME,"Alzheimer disease, association with|Anxiety, association with|Cerebral amyloid angiopathy, severity, association with|Fetomaternal alloimmunisation|Increased enzyme activity|Reduced enzyme activity"
MMP1,"Oesophageal adenocarcinoma, increased risk, association with|Oral submucous fibrosis, increased risk |Pelvic organ prolapse, association with.|Periodontitis, susceptibility to|Potential protein deficiency|Preterm premature rupture of membranes, protection, association|Response to smoking|Rheumatoid arthritis, association with|Thoracic aortic aneurysm, smaller diameter|Tuberculosis-related hyperinflammation|Lung cancer, development & progression, association with|Lower body mass index, association with |Bronchopulmonary dysplasia, in preterm newborns|Chronic kidney disease, association with|Colorectal cancer risk, association with|Decreased MMP1 serum levels in rheumatoid arthritis|Dystrophic epidermolysis bullosa, severity|Endometrial hyperplasia, association with|Glioblastoma multiforme, increased risk, association with|Hypophyseal adenoma, association with|Idiopathic disseminated bronchiectasis|Increased risk of renal cell carcinoma, association with "
MMP10,"Leukaemia, risk, association with "
MMP12,"Systemic sclerosis, association with|Oesophageal adenocarcinoma, increased risk, association with|FEV, association with|Endometriosis, progression, association with|Diabetic nephropathy, reduced risk, association with |Asthma, susceptibility to"
MMP13,"Endometriosis progression, association with|Increased transcriptional activity|Metaphyseal anadysplasia|Metaphyseal dysplasia, Spahr type|Spondyloepimetaphyseal dysplasia, Missouri type"
MMP2,"Osteolysis, idiopathic, Saudi type|Plasma MMP-2 concentrations in migraine with aura|Reduced transcription|Torg syndrome|Torg syndrome with cardiac malformation|Torg-Winchester syndrome|Winchester disease|Nasopharyngeal carcinoma, increased risk, association with|Multicentric osteolysis, nodulosis & arthropathy|Intrauterine growth restriction risk, association with|Intracranial aneurysm, association with|Excess FEV1 decline, association with|Endometriosis, increased risk|Colorectal cancer, association with|Cardiovascular disease, in systemic lupus erythematosus, association with.|Breast cancer     "
MMP20,Pigmented hypomaturation amelogenesis imperfecta|Hypomaturation amelogenesis imperfecta|Amelogenesis imperfecta
MMP3,"Lumbar disc degeneration, association with|Lumbar disc degeneration, association with.|Moyamoya disease, association with|Myocardial infarction, association with.|Myopia, association with|Oesophageal adenocarcinoma, increased risk, association with|Rheumatoid arthritis, association with|Schizophrenia, reduced risk|Leukoaraiosis, association with|Kawasaki disease, association with|Altered promoter activity|Atherosclerosis, association with progression|Blood pressure, association with  |Brain arteriovenous malfomations, association with|Chronic kidney disease, association with|Decreased MMP1 serum levels in rheumatoid arthritis|Diabetic nephropathy, association with|Increased risk of renal cell carcinoma, association with "
MMP7,"Vulnerable carotid plaque, association with|Smaller reference luminal diameter, association|Liver cirrhosis, association with|Gastric cancer, increased risk|Cervical cancer, association with|Cancer, increased risk, in East Asians, association with.|Cancer, increased risk|Breast cancer, reduced risk, association with|Astrocytoma, association with"
MMP9,"Intercranial aneurysm, association with|Leukaemia, risk, association with|Lower plasma MMP-9 concentrations in obese children|Lumbar-disc herniation, association with|Metaphyseal anadysplasia|Myopia, association with|Non-atopic asthma, in children, association with|Not associated with coronary artery disease|Obesity, association with|Pelvis organ prolapse, association with|Plasma MMP-9 concentrations in obese children|Pollen sensitization and pollinosis, association with|Primary angle closure glaucoma, association with|Schizophrenia, association with|Skin cancer risk|Increased expression |Increased cholesterol levels, association with|Acute myocardial infarction, association with|Aggression-related personality traits, association with|Alcohol dependence, association with|Aortic aneurysm, association with|Arterial stiffness, association with|Asthma, atopic, association with|Atherosclerotic cerebral infarction, increased risk|Behcet's disease, reduced risk, association with|Breast cancer, association with|Giant cell arteritis, association with|End-stage renal disease, association with|Coronary atherosclerosis, severe, association with|Coronary artery disease, early-onset, increased risk|Chronic kidney disease, decreased risk|Carotid artery stiffness, in menopausal women, association with."
AMPD3,Adenosine monophosphate deaminase deficiency
NDUFAF2,Complex I deficiency|Mitochondrial complex I deficiency|Mitochondrial encephalomyopathy with dysmorphism & hepatopathy
MOCOS,"Xanthinuria, type 2"
MOCS1,Molybdenum cofactor deficiency
mocs1b,Molybdenum cofactor deficiency
MOCS2,Molybdenum cofactor deficiency|Molybdenum cofactor deficiency B
mocs2b,Molybdenum cofactor deficiency|Molybdenum cofactor deficiency B
MPDU1,Congenital disorder of glycosylation 1f
MPG,Decreased activity |Reduced enzyme activity|Schizophrenia
MPI,Congenital disorder of glycosylation 1b|Phosphomannose isomerase deficiency.
MPL,"Thrombocytosis, association with|Thrombocytosis   |Thrombocythaemia, essential|Platelet count, association with |Myeloproliferative neoplasms|Higher platelet count in African Americans, association with|Diamond-Blackfan anaemia, modifier of |Amegakaryocytic thrombocytopaenia, congenital"
AMT,"Neural tube defects|Hyperglycinaemia, non-ketotic|Glycine encephalopathy|Autism"
MPO,"Preeclampsia, association with|Myeloperoxidase deficiency|Multiple sclerosis, association with|Monocyte receptor levels, association with|Increased mortality in impaired left ventricular function, association with|Hepatopulmonary syndrome in cirrhotic patients, protection against|Alzheimer disease, increased risk, association|Acute myeloid leukaemia, reduced risk"
MPP3,"Colorectal cancer, increased risk, association with"
MPST,"Mercaptopyruvate sulphurtransferase deficiency, association with"
MPV17,"Neuropathy & leukoencephalopathy|Neurohepatopathy, adult-onset.|Navajo neurohepatopathy.|Multisystemic disease|Mitochondrial DNA depletion syndrome, hepatocerebral|Mitochondrial DNA depletion syndrome, hepatic|Mitochondrial DNA depletion syndrome|Liver failure in infancy|Lethal hepatopathy & leukodystrophy|Axonal sensorimotor polyneuropathy without hepatoencephalopathy"
MPZ,"Motor-sensory neuropathy|Hypomyelinating neuropathy|Hereditary motor & sensory neuropathy|Demyelinating sensorimotor polyneuropathy|Demyelinating polyneuropathy  |Demyelinating neuropathy|Neurofibromatosis 1 & Charcot-Marie-Tooth 1B|Neuropathy  |Neuropathy motor / sensory, intermediate|Neuropathy, axonal|Neuropathy, hereditary  |Neuropathy, infantile-onset|Peripheral neuropathy  |Polyneuropathy|Roussy-Levy syndrome|Dejerine-Sottas syndrome|Decreased enhancer activity|Charcot-Marie-Tooth disease|Charcot-Marie-Tooth disease 1|Charcot-Marie-Tooth disease 1.|Charcot-Marie-Tooth disease 1b|Charcot-Marie-Tooth disease 1b.|Charcot-Marie-Tooth disease 2|Charcot-Marie-Tooth disease 2, association with|Charcot-Marie-Tooth disease 2I |Charcot-Marie-Tooth disease type 1.|Congenital hypomyelination|Congenital hypomyelinating neuropathy.|Congenital hypomyelinating neuropathy  |Charcot�Marie�Tooth disease 2J|Charcot-Marie-Tooth disease, demyelinating|Charcot-Marie-Tooth disease with Adie's pupil and axonal neuropahy"
MRAP,Glucocorticoid deficiency 2
MRE11A,"Microcephaly, severe|Nephronophthisis-related ciliopathy|Ovarian cancer|Ovarian carcinoma|Progressive myoclonic ataxia|Prostate cancer  |Impaired DNA repair, association with|Cerebellar ataxia  |Cancer  |Breast cancer    |Breast and/or ovarian cancer|Ataxia with oculomotor apraxia|Ataxia telangiectasia-like syndrome with hypergonadotropic hypogonadism & hypersegmented neutrophils|Ataxia telangiectasia-like disease"
MRPS16,Mitochondrial respiratory chain disorder
MS4A2,"Total serum IgE levels, association with|Nasal allergy|Increased triglyceride levels, association with|Higher transcriptional activity|Atopy, association with.|Atopy, association with|Atopy|Asthma, atopic, association with|Asthma, association with|Asthma, aspirin-intolerant|Airway hyper-responsiveness, association with"
MSH2,"Mismatch repair defect|Metachronous colorectal carcinoma |Malignant fibrous histiocytoma|Lynch syndrome-associated breast cancer.|Lynch syndrome-associated breast cancer|Lynch syndrome |Increased risk of urothelial cancer in HNPCC patients|HNPCC, anticipation effects, association with|High-grade dysplasia/cancer in ulcerative colitis, association|Head and neck cancer, reduced risk, association with|Glioma|Gastrointestinal cancer.|Mismatch repair defect, partial|Muir-Torre syndrome|Muir-Torre syndrome.|Turcot syndrome |Thyroid cancer, non-medullary|Signs of neurofibromatosis type I|Renal cell carcinoma|Renal and ureteric cancer|Reduced expression|Radiosensitivity in breast cancer patients, association with|Prostate carcinoma|Prostate cancer|Pancreatic cancer.|Pancreatic cancer|Ovarian cancer |Gastrointestinal cancer  |Gastric cancer |Colon cancer|CNS tumour and lymphoma|Cancer  |Breast carcinoma|Breast cancer.|Breast cancer ?|Breast cancer|Breast and/or ovarian cancer|Breast and colorectal cancer|Altered function|Adrenocortical carcinoma|Acute lymphocytic leukaemia and cafe-au-lait spots|Colorectal / endometrial cancer|Colorectal cancer|Colorectal cancer, early onset |Endometrial cancer.|Endometrial cancer   |Constitutional mismatch repair deficiency syndrome|Colorectal cancer.|Colorectal cancer, young-onset|Colorectal cancer, non-polyposis.|Colorectal cancer, non-polyposis, with leiomyosarcoma.|Colorectal cancer, non-polyposis, early-onset|Colorectal cancer, non-polyposis, association|Colorectal cancer, non-polyposis with intraductal papillary mucinous neoplasm|Colorectal cancer, non-polyposis with increased risk of urothelial cancer|Colorectal cancer, non-polyposis "
ANG,"Spastic paraplegia 5|Parkinson disease|Loss of nuclear localisation|Amyotrophic lateral sclerosis, modifier of|Amyotrophic lateral sclerosis, association with|Amyotrophic lateral sclerosis"
MSH3,"Radiosensitivity in breast cancer patients, association with|Proximal colon cancer, increased risk, association with|Colorectal cancer, increased risk, association with|Colorectal cancer |Colon cancer, association with|Colon cancer |Breast and/or ovarian cancer"
MSH5,"Weakened protein interaction|Premature ovarian failure|Lung cancer|Leukaemia, risk, association with|Inflammatory bowel disease with fistulizing perianal disease, early onset|Infertility, increased risk|Azoospermia/oligozoospermia, association with.|Altered response to DSB-inducing agents|Altered double-strand break repair"
MSH6,"Multiple gastro-intestinal malignancies|Multiple colorectal adenoma |Multiple adenomas|Muir-Torre syndrome.|Muir-Torre syndrome|MMR deficiency|Mismatch repair defect |Lynch syndrome-associated breast cancer.|Lynch syndrome |Increased risk of urothelial cancer in HNPCC patients|Neurofibromatosis, type 1|Ovarian / endometrial carcinoma|Turcot syndrome|Thyroid cancer, non-medullary|T-cell acute lymphoblastic lymphoma|Prostate carcinoma|Prostate cancer  |Potential protein deficiency|Pancreatic cancer.|Pancreatic cancer |Ovarian carcinoma|Ovarian cancer |Impaired DNA repair |Endometrial cancer.|Endometrial cancer ?|Colon cancer, breast cancer, leukaemia|Colon cancer|Cancer, hereditary|Cancer  |Cafe-au-lait, oligodendroglioma, rectal cancer|Breast carcinoma|Breast cancer, predisposition |Breast cancer predisposition |Breast cancer    |Breast and/or ovarian cancer|Colorectal / endometrial cancer|Colorectal cancer |Endometrial cancer |CpG island methylator phenotype in colon cancer, association with|Constitutional mismatch repair-deficiency syndrome|Constitutional mismatch repair deficiency syndrome.|Constitutional mismatch repair deficiency syndrome|Colorectal cancer.|Colorectal cancer, non-polyposis.|Colorectal cancer, non-polyposis|Colorectal cancer, early onset|Colorectal cancer, association with "
MSMB,"Prostate-specific antigen levels, association with|Prostate cancer, association with.|Prostate cancer, association with|Prostate cancer risk|Increased plasma beta-microseminoprotein levels, association with"
MSR1,"Prostate cancer, association with|Prostate cancer|Chronic obstructive pulmonary disease, in smokers, association with|Barrett oesophagus/oesophageal adenocarcinoma|Atherosclerosis, increased risk, association with"
MSX1,"Oligodontia in Wolf-Hirschhorn syndrome|Orofacial clefts, non-syndromic, association with|Tooth agenesis|Tooth agenesis and orofacial clefting|Tooth agenesis with cleft lip|Upper lateral incisor agenesis, association with|Witkop syndrome|Witkop syndrome.|Oligodontia |Hypodontia.|Bicuspid aortic valve |Breast cancer, association with|Cleft lip and palate|Cleft lip and palate with tooth agenesis, association with|Cleft lip with or without cleft palate, association |Cleft lip with or without cleft palate, nonsyndromic|Cleft lip, incomplete |Hypodontia"
MSX2,"Parietal foramina with cleidocranial dysplasia|Neural tube defect, increased risk, association with|Foramina parietalia permagna|Enlarged parietal foramina|Craniosynostosis, Boston-type|Craniosynostosis|Cleidocranial dysplasia|Cleft lip "
MT-TP,NULL
MT-ATP6,NULL
MT-CO1,NULL
ANK1,"Spherocytosis, psychomotor developmental delay & facial features|Spherocytosis|Schizophrenia"
MT-CO2,NULL
MT-CO3,NULL
MT-CYB,NULL
MTHFD1,"Temporomandibular disorder, association with|Reduced transcriptional activity|Neural tube defect, association with|Neural tube defect|MTHFD1 deficiency|Megaloblastic anaemia & atypical haemolytic uraemic syndrome|Elevated C-reactive protein and body mass index, association with|Colorectal cancer, increased risk, association with"
